EntryID	taxonomyID
Q6QWF9	10090
Q9Z1B3	10090
C9JM62	9606
A0A2R8Y5S9	9606
P54310	10090
Q13275	9606
Q90WI3	7955
Q83XN4	29303
Q57W11	185431
O69632	83331
Q63430	10116
Q9Y215	9606
Q9BYK8	9606
Q6FVR1	284593
Q92521	9606
Q9JJ09	10116
Q9M0V1	3702
O13795	284812
P85800	34610
A0A0G2JZ79	10116
P84834	8439
Q13352	9606
P75962	83333
Q6FWW9	284593
O35092	10116
Q9P7M6	284812
O88741	10090
Q39041	3702
F4J849	3702
A0A8I5ZTH9	10116
V9HW69	9606
Q03940	559292
Q8VYU4	3702
P55849	10090
I0J0E7	4679
D6REG5	10090
G5EG32	6239
P13481	9534
Q75JD4	44689
O53533	83332
A0A0H3L9A0	652616
Q8GYU3	3702
Q03771	559292
Q2TGI0	7227
Q54PT8	44689
P38139	559292
P9WQ49	83332
O59718	284812
Q7KWK5	44689
B3DFT2	7955
P48539	9606
Q9QZW9	10090
Q8WSN1	7227
P9WJ23	83332
Q9M7B7	3983
Q9LXU4	3702
Q8N1F8	9606
Q9JLN2	10116
Q9QYE0	10090
Q9W3K6	7227
Q9BY42	9606
Q9UUC7	284812
Q24278	7227
O14303	284812
A0A0G2KUL6	7955
P16234	9606
P0CJ25	8439
Q9D9E0	10090
A0R4Z6	246196
Q9BXU2	9606
P12658	10090
Q6DRF4	7955
Q39688	4039
Q5U2U8	10116
P39135	224308
Q9FJ81	3702
Q8N4V1	9606
Q9NSC2	9606
O64654	3702
A0A654IBS8	9606
Q9DG74	8022
Q72D47	882
Q9W4Q1	7227
Q54Q99	44689
Q38858	3702
Q9GZY8	9606
H7C213	9606
G5EE54	6239
Q57ZK5	185431
P51569	10090
A0A3B2WCD4	10090
B0QZW5	10090
Q8IRD4	7227
O42410	9031
Q2PJ74	6239
Q52WY4	7955
Q05900	559292
D5WYQ5	75379
P57725	10090
Q9BMK9	6239
Q8IWZ5	9606
Q9BYN7	9606
Q6NLQ6	3702
Q381H2	185431
Q9VAF5	7227
Q9VG03	7227
Q6XSK8	7955
O94537	284812
Q6ICS9	9606
Q09807	284812
Q6R8H1	29729
Q9HBW0	9606
A0A0G2K4S0	10116
Q8VH37	10090
Q96P69	9606
P12787	10090
Q9H6Y7	9606
O88597	10090
P86792	10090
Q8TD07	9606
P30120	10116
Q22895	6239
Q8VWZ6	3635
Q04753	10116
A0A024R5X1	9606
P34244	559292
Q9I2J2	208964
Q12034	559292
Q6ULP2	9606
Q2UYB4	7227
Q15303	9606
Q9UKS7	9606
E7EC82	9031
Q6CWK2	284590
P40016	559292
Q6IMI6	9606
A0A024R2C4	9606
P02650	10116
Q7Z4X2	9606
A0A2R8YDI1	9606
Q9VKY8	7227
V9HWB8	9606
P43497	559292
P17597	3702
Q5AJG7	237561
A1ZBM3	7227
Q9Z0S2	10090
O44628	6239
O01700	6239
Q9UH90	9606
Q99LE2	10090
Q80VM3	10090
E9QDH5	7955
Q9Y133	7227
Q9C099	9606
Q8IME7	7227
Q9FL26	3702
Q99MS0	10116
A1Z7F6	7227
Q4V9K8	7955
Q9EQV6	10116
Q9Y3B6	9606
Q91XC0	10090
Q99MB7	10090
A3QK38	7955
P63036	10116
Q9I945	7955
Q54GE3	44689
Q9LZJ8	3702
X2JAJ8	7227
Q9QZ39	10090
Q84TE2	3702
Q8MIP2	9925
A0A0R4IS63	7955
P0CU17	284812
E7EKI0	369515
Q8L9X2	3702
A0A8J8YFM3	10116
P56677	10090
P48430	9031
A0A060VUB5	8022
Q9V4E7	7227
Q9VDF4	7227
Q920C4	10090
Q86U70	9606
A0A509AQU3	5823
Q9GPQ1	7227
Q3T116	9913
Q9BQ89	9606
Q8CEW7	10090
Q7LL22	284812
O95073	9606
A0A0B4LGV6	7227
Q4KCD2	220664
Q9QZH4	10116
A0A1B0GVM0	9606
G5EDB7	6239
P9WFJ5	83332
E7EVI4	9606
Q54F23	44689
A5WVY0	7955
F1M293	10116
Q01484	9606
A1XXK1	7227
A0A3B3ITW3	9606
P09525	9606
Q54VG0	44689
Q9SXE5	3702
Q9SGZ5	3702
P47093	559292
G8XYX6	7955
F1QLV5	7955
A0A060X747	8022
O60814	9606
Q02971	3702
Q7KRY6	7227
P19256	9606
A0A0B5JFG6	7955
Q23357	6239
Q9R210	10090
Q5B9T8	227321
F1NGB5	9031
Q7T110	9031
Q8R412	10090
O95772	9606
Q9VTS4	7227
Q9PTU0	7955
Q97P97	170187
F1R654	7955
O60139	284812
P53622	559292
Q38BU2	185431
Q9QXH4	10090
A0A2R8QAV0	7955
Q22505	6239
Q9LD37	3702
Q2W8R8	342108
Q7JVF1	7227
E9PRW2	9606
Q9P2N4	9606
P11226	9606
Q9VHY7	7227
Q9E7P0	11060
A8WG89	7955
D9Z6D5	3635
D3G9N3	4754
Q58FA4	10090
P41764	227321
A0A0U1RNF2	10090
A7MC95	7955
Q9YH60	7955
Q8VWG4	39947
Q7PLS8	7227
Q8IHY0	36329
P80455	7227
A8KC32	7955
Q05881	559292
P9WHJ3	83332
P03994	10116
Q99757	9606
Q9W4Z2	7227
Q9VDY8	7227
H7C316	9606
P22909	10116
Q59VP1	237561
Q9LZ66	3702
P9WNL5	83332
Q7K4M4	7227
Q9XHE7	34256
A0A1D8PMH9	237561
Q9M897	3702
Q9DG10	7955
Q8IQR3	7227
Q9VN50	7227
P51689	9606
F1QWM2	7955
Q5VZV1	9606
G1FMQ0	7955
Q9W0S7	7227
O80632	3702
Q9Y5V3	9606
Q8GYQ9	3702
P53939	559292
Q6W435	7227
Q9SUX0	3702
C9J858	9606
E9QG17	7955
K7TLS0	4577
Q9M1X3	3702
P12392	10116
A6NKQ9	9606
A7YT55	7955
A0A8I5Y176	10116
Q9I487	208964
P14210	9606
Q2PDT6	7227
O97764	9913
E9PDM8	9606
Q57VX8	185431
A0A6H2EJZ8	7227
Q4TZW7	7955
Q5U1E0	7227
Q387Q7	185431
O86314	83332
Q9FX61	3702
Q19086	6239
Q7KTU2	7227
Q9T0I6	3702
G3MU35	6239
Q6IQQ7	7955
Q8CE68	10090
Q8BFX3	10090
P01272	9913
Q9P0X4	9606
O35615	10090
A0A0G2K161	10116
Q9SGE0	3702
A0A2R8RWE8	7955
Q9LN01	3702
Q7KN04	7227
P18469	10090
X1WG93	7955
Q63046	10116
Q682V0	3702
Q9D4M9	10090
Q7TNE1	10090
Q6PAJ1	10090
Q9VLJ8	7227
A0A140LFQ9	7955
Q55EE1	44689
Q94269	6239
A0A8I6AEX6	10116
H0YMJ0	9606
Q90ZF9	9031
Q2M5E4	9606
Q38AI9	185431
Q90WU0	9031
Q9JJT2	10090
Q7M7I9	196600
A0MS83	7955
Q9CQI4	10090
Q9FKM5	3702
Q41906	3702
Q64FJ6	3750
A0A509AIR7	5823
A0A8I6GLW6	10116
Q04172	559292
Q9SKB3	3702
Q9FT53	3702
Q9ERK0	10090
Q8T2T5	44689
Q59MW1	237561
Q6NM73	3702
Q55G16	44689
Q2VPA4	9606
P23890	83333
P37840	9606
A0A0R4IC19	7955
Q53ET0	9606
Q54G53	44689
Q8RY15	3702
Q9BQ29	9606
P85298	9606
Q5FWH3	10090
Q6MX34	83332
E1JGP6	7227
Q3UYG8	10090
Q6P0K8	10116
P68104	9606
E7FGM4	7955
A0A8I6ATM4	10116
Q03246	559292
Q07139	10090
Q9T0K9	3702
P90917	6239
O70311	10090
Q9H3L0	9606
Q8R1J9	10090
Q9UR24	284812
P01024	9606
Q5BEK7	227321
P36544	9606
Q6FXG1	284593
G1TCI4	9986
Q2YQA4	359391
Q6NR09	7227
O94618	284812
F8WKW1	114476
D2SQZ9	8030
O80871	3702
P08460	10116
Q5MR23	4084
F4J959	3702
A1Z8R1	7227
Q6NZT7	7955
P75949	83333
P60766	10090
P51397	9606
Q5L3C1	235909
Q8Z0A3	103690
Q8IIZ1	36329
O58389	70601
P70673	10116
Q64385	10090
Q57U32	185431
Q5B038	227321
Q80TH3	10090
O08538	10090
Q9W5G6	7227
Q8IX07	9606
A0A1D8PHP8	237561
Q10743	10116
Q9CR25	10090
L0MLK2	7227
A0A0F6SRJ0	92706
P95619	28068
E0SFZ9	198628
A0A1D8PNH4	237561
O74966	284812
H2KZM6	6239
Q9VYJ5	7227
Q288P2	7955
Q9Y7P0	284812
Q385P7	185431
Q8AVT9	8355
Q86VH5	9606
D3NQA9	6239
P16301	10090
P34346	6239
A0A498KFL4	3750
Q6PH57	7955
P84688	1221240
Q658K8	9606
P03354	11888
Q8T0Q4	7227
Q9UK80	9606
Q68SA9	10090
P40301	7227
Q9P2S5	9606
Q65CJ7	4142
P71922	83332
E1JIK9	7227
P36874	8355
Q7JR49	7227
A0A023GQ97	7227
F8W3J3	7955
P14922	559292
Q60668	10090
Q9Z0H4	10090
Q83SQ0	623
Q3ZE13	44689
Q3E841	559292
Q9F837	136926
O94520	284812
Q9BVK6	9606
Q9FKL9	3702
Q9R012	10116
P10795	3702
B7FDP2	6880
Q9ZVF2	3702
P14866	9606
Q8VCK6	10090
F4JLY4	3702
P76143	83333
C6KTF5	36329
B7Z0F0	7227
Q8TD16	9606
A0A5F9ZI09	9606
A1L461	9606
G9G9X6	9913
E9RB80	330879
Q22078	6239
P31551	83333
Q6NSN2	7955
Q6N5G2	258594
Q9NP81	9606
O94347	284812
Q8II01	36329
Q5VVJ2	9606
Q9JJK5	10090
Q5RJK5	10116
P0DO53	4641
P56517	9031
Q8WNV7	9823
Q812E9	10116
Q94263	6239
Q5SSG8	9606
P34045	44689
A0A1D8PF62	237561
E9PM53	9606
Q585K5	185431
A0A1D8PSV5	237561
Q95V81	7227
Q9QXV9	10090
E9KBR8	3847
Q54UT2	44689
Q4LDG9	9606
Q84TI7	3702
Q11099	6239
Q8LAT0	3702
B5BT18	3702
A8MQ03	9606
Q9W592	7227
M9PFG6	7227
C0H4I0	36329
Q55DM7	44689
D4A5X7	10116
Q7Z029	5691
G5EEE2	6239
Q9Y7C8	33178
Q9N126	9913
Q99JB6	10090
Q9P9L4	2208
C4MRC6	7955
P15143	9031
Q02380	9913
P40073	559292
F4JHA2	3702
P37230	10116
P24488	284812
Q9HV34	208964
B4DRE5	9606
Q13976	9606
Q9LVA3	3702
O94585	284812
A8IJF8	3055
A0A0G2JTB0	10116
C9JW69	9606
Q72AL8	882
Q9VHS7	7227
P41437	262177
Q9SJ44	3702
O94901	9606
F4JUY5	3702
Q9VB11	7227
P21579	9606
P28515	6239
Q13387	9606
Q9DEA6	9031
Q8IXM3	9606
P84919	31165
F1NV99	9031
P86098	129470
O00165	9606
Q06247	559292
A6WFI5	266940
P10097	5702
A0A0A0MT65	9606
Q9WYY1	243274
Q9D773	10090
Q28645	9986
Q98UH1	7955
A0A0R4ITM7	7955
Q71RC2	9606
Q4Q2E8	5664
Q00075	5061
P35349	10116
Q7T023	7955
Q7SIC9	4577
P0AF18	83333
Q8CBW3	10090
Q38ES4	185431
Q9Y5G9	9606
P40009	559292
Q6FHV6	9606
Q388M5	185431
A0A1B0GWS0	10116
A3KQB2	7955
Q6S000	44689
Q9DG80	7998
A0A509AJL3	5823
Q4U3C0	648412
Q9Z1C8	10116
Q9H4E5	9606
A0A8I6ABF1	10116
Q381V7	185431
P70708	10116
Q98938	9031
O60806	9606
Q6P5F9	10090
O84462	272561
P02943	83333
Q1LUQ2	7955
E3LYX0	31234
Q5XLV0	7955
Q07969	10116
Q550H6	44689
Q8CFE5	10090
Q64566	10116
S4R2X9	9606
Q60611	10090
L7N6F8	6956
Q63615	10116
D3TZW5	7955
Q99260	559292
Q22909	6239
Q5T081	9606
Q16739	9606
P11075	559292
Q8L3X9	3702
Q57WF1	185431
Q8GXP2	3702
O94341	284812
Q57X92	185431
V6CLP5	6239
A1Z957	7227
Q9BYB0	9606
Q57YL8	185431
Q93Y52	3055
Q5TGY6	9606
O54782	10090
Q9FJH8	3702
O60164	284812
O22181	3702
P36200	8355
Q95LE0	9615
P48616	9913
Q8SX32	7227
P86362	101317
O00168	9606
P10152	9913
Q9LQ98	3702
P68040	10090
Q15910	9606
O15400	9606
A0A0R4IQD2	7955
Q8BH59	10090
Q03135	9606
A0A0G2K5L6	10116
P32178	559292
Q583E2	185431
Q9NYK6	9606
Q38BT9	185431
Q9SP32	3702
A1KYZ2	6687
Q45KI9	9615
Q62745	10116
Q6NM26	3702
Q94KT8	3702
Q70LN0	10090
Q385Q7	185431
Q99742	9606
Q9SS31	3702
D7PHY8	36650
A0A0H2URF0	170187
Q38CM0	185431
Q06218	559292
B5G2R5	59729
Q8BHD0	10090
P32861	559292
K7EP35	9606
E9Q711	10090
F4I3V6	3702
P40825	559292
Q87ID1	223926
A0A024R6I3	9606
Q8N4Z0	9606
Q9W1S2	7227
G5EES1	6239
Q59643	208964
P68318	10249
Q5BK26	10116
Q9H165	9606
G2TRT1	284812
Q9SFD8	3702
Q4QFR8	5664
J3KR56	9606
Q8SZZ6	7227
Q9CKF6	272843
C6CRV0	324057
A0A0B4J1Y2	9606
Q5RIF1	7955
Q9M111	3702
F1QZB0	7955
Q8TB73	9606
A0A1D8PK00	237561
P47124	559292
P59665	9606
Q5K4F8	7955
F1QEX9	7955
P57087	9606
Q9Z217	10116
Q8VC90	10090
Q96BD5	9606
P48423	7227
O61602	7227
P40941	3702
Q38CU1	185431
Q60932	10090
P38716	559292
P0AB35	83333
Q96ME7	9606
P13563	8355
E9PT51	10116
Q3V1D3	10090
O53979	83332
Q6R891	10090
P36980	9606
Q9H336	9606
A0A8I5ZS11	10116
A0A8I6B5C9	10116
Q9Y2D1	9606
Q9QZF2	10090
P51485	6239
P38419	39947
A0A1D8PCB2	237561
Q9Z0N9	10116
F8WE42	9606
Q8TXY4	190192
P04637	9606
E7FCZ2	7955
Q8C067	10090
O50442	83332
P9WKV7	83332
Q90Y79	7955
Q54YZ0	44689
Q9JHZ9	10116
Q6DFW0	10090
Q9BTT0	9606
E7FA03	7955
Q08464	10116
G3V1J5	9606
Q924C3	10116
A0A0A0MT02	9606
Q94F88	3702
Q90WV4	7955
P06778	559292
Q8CD76	10090
P01178	9606
Q9BRP4	9606
A0A024R095	9606
Q6ENH0	4536
Q380Z6	185431
Q5U3V3	7955
Q9GYI0	6239
A0A0A0MRX8	9606
Q90Z32	7955
P25635	559292
Q8RXC2	3702
O81047	3702
P9WMI9	83332
A0A024R641	9606
A1A699	39947
A4FUM7	7955
Q9XYN7	7227
P38328	559292
P82805	3702
Q88RJ2	160488
Q6YZF3	39947
P08957	83333
Q585T1	185431
Q7L5Y1	9606
A0A8I5ZND7	10116
O01395	7224
P42168	6239
A0A8I5ZUV2	10116
Q96M98	9606
L7VIN3	343691
A0A024R1Z9	9606
D4A6E4	10116
Q9SU29	3702
Q9WUK6	10090
C9JE25	9606
Q5YGP7	3702
Q54HM2	44689
Q8CD54	10090
O80449	3702
Q9SIE1	3702
Q64863	28284
P45880	9606
Q77DJ5	128951
P15108	559292
A7LCN1	10090
A0A0H2ZIZ8	208963
A0A482ATU4	4896
Q42963	4097
Q8AWD8	7955
Q9C5F3	3702
Q04569	11049
Q2V4Q1	3702
Q5XJR0	7955
E5AV36	882378
P14099	9913
P86022	8406
P21362	83333
C8XT57	7955
P14659	10116
Q5RH51	7955
Q9GZR5	9606
Q59Z52	237561
B1Q560	64495
Q9ASX9	3702
A0A0B4KHP7	7227
Q38D78	185431
Q96LD4	9606
P40956	559292
A0A0H3LG02	652616
F1REP3	7955
Q8S949	4097
Q9T1W9	10677
Q387J7	185431
Q9FHK7	3702
Q12053	1403190
O70394	10090
Q9IAU1	7955
F1M7Y3	10116
Q2R2D5	39947
Q9UGP8	9606
Q9H3K2	9606
A0A024RD18	9606
Q8MKI5	9615
Q7TN78	10116
Q583H1	185431
P9WG69	83332
O26081	85962
Q5TBG1	9606
P9WKL5	83332
A6MH29	7955
Q49AL0	9606
A0A0B4LEU5	7227
P10735	7227
O61613	7227
E7F7U1	7955
Q9W4I3	7227
Q9NUY8	9606
Q8CFK2	10090
P60880	9606
H0YGC7	9606
P23886	83333
Q9Q2G4	11676
Q61838	10090
A0A024R1V3	9606
P48591	7227
Q5BBH9	227321
F1R7N1	7955
Q6DRG7	7955
F4IDC2	3702
G9MAN7	88036
P02743	9606
E9PIJ1	9606
P63039	10116
O88177	10116
Q8MML5	44689
Q8R574	10090
A0A0B4KEX8	7227
Q382C8	185431
A0A8I5YC83	10116
P63153	9823
D3ZVD3	10116
Q6ZMI3	9606
D3ZCV0	10116
P9WIH5	83332
O76876	7227
Q9M2Y8	3702
O13554	559292
A0A0D1E6R6	237631
Q9FVE0	3702
A0A0B4KH21	7227
O64745	3702
P51687	9606
O06614	83332
P25960	83333
F4JXF1	3702
A1ZAU6	7227
Q8PDA8	190485
Q3HSD4	7955
O22893	3702
C3VD30	10090
O88379	10090
Q5VSI5	7955
Q8BN78	10090
P50875	559292
P56719	10116
A0A286Y8D7	7955
Q9SB31	3702
Q8Z9U1	632
Q8L746	3702
Q6P6U6	10116
Q9ZUU1	3702
P54969	3702
P40514	559292
F1QS28	7955
P36021	9606
Q13164	9606
Q9DGQ5	7955
Q6PFP3	7955
P09373	83333
Q8GUC3	4513
Q9QY36	10090
G5EGL9	6239
P65582	170187
P08173	9606
F4K0Y5	3702
Q91YM2	10090
Q6FUF5	284593
P32773	559292
F6RJM5	9606
F4K7R6	3702
Q9LPE9	3702
Q498X0	7955
Q581X5	185431
Q8TC07	9606
Q8IWR0	9606
Q8VHK5	10090
E9AFF0	5664
O23676	3702
Q38BB0	185431
P9WKK3	83332
A1ZAV3	7227
O43364	9606
Q8WQX6	5689
Q42525	3702
Q9FFT6	3702
Q8VC19	10090
Q8LPN3	3702
P61254	9606
A0A8I6GGY4	10116
Q9LN86	3702
Q9FMQ1	3702
Q5JTU8	9606
Q9SH42	3702
Q9WVR1	10116
O74495	284812
P97685	10116
Q9QZI8	10090
E7EKM1	369515
Q387T9	185431
P30744	83333
Q08891	3702
Q4U2W1	7955
Q4VXN5	9606
Q55G45	44689
Q9NET8	6239
Q9Y113	7227
Q8NEZ5	9606
Q9SZA3	3702
A0A0C4DGF1	9606
F5H2W9	9606
P46580	6239
P28861	83333
Q6PDY2	10090
Q04949	559292
Q9UP95	9606
Q38F97	185431
Q9WMX2	333284
P27348	9606
Q9V629	7227
P00362	1422
Q57V41	185431
Q1ZXH5	44689
A0A024R4N4	9606
F4JTQ0	3702
P09883	562
P08753	10116
Q96LT7	9606
O75952	9606
Q8T464	7227
Q9FG34	3702
O42269	7955
Q60651	10090
P05019	9606
Q86GL4	44689
A0A0K8R7D4	34613
Q93008	9606
E7EWR8	9606
A0A1D8PP39	237561
Q9UAE7	7227
Q9SU40	3702
B2RY04	10090
H0YM11	9606
Q6P4E2	9606
Q9SRW0	3702
Q15047	9606
F8VZP4	9606
Q69ZI1	10090
O22932	3702
Q5AGW8	237561
P06836	9913
H9IUR0	7091
P9WIB5	83332
P55218	208964
Q95R62	7227
E1JJR3	7227
P0AG76	83333
Q8IAS3	36329
Q93VF4	3702
D6RFI4	9606
Q7ZV23	7955
Q5RH27	7955
O74653	284812
Q0QJH9	73154
P06960	83333
Q92954	9606
D2X8K2	47073
Q07825	559292
Q7K734	36329
Q86W47	9606
Q94BS8	3702
Q9W143	7227
F1Q5B3	7955
P42758	3702
P37032	272624
A0A0B4KH88	7227
Q584M5	185431
P59240	10090
Q16512	9606
P05990	7227
A1L2B1	7955
Q66HA7	10116
Q56993	632
M9PDY5	7227
A1L1V0	7955
Q5ANK2	237561
Q57YX3	185431
O07219	83331
A0A384KVW9	3702
F1DRI2	15368
P48000	3702
Q59EV6	9606
A0A0R4IFJ4	7955
Q14CS0	9606
A1L188	9606
Q62769	10116
D3YWE6	10090
Q78KK3	10090
Q7T2X8	9031
P56476	10090
O75578	9606
Q9BXJ5	9606
O77150	7227
Q06147	559292
P65946	170187
Q9NRR6	9606
P0C7T5	9606
Q9SD00	3702
P0CG35	9606
Q9QUR2	10116
Q585L6	185431
Q8I136	6239
Q54NV9	44689
Q6PHH5	7955
Q99946	9606
Q96A61	9606
Q6P3K5	7955
Q3ZB93	7955
Q387J0	185431
P17918	10090
Q9NPD8	9606
Q38E16	185431
B3DGG4	7955
P33077	3702
Q8H1N6	3702
O74563	284812
D3Z611	10090
Q9P854	763407
Q12172	559292
P48357	9606
A9BGA3	403833
P34907	44689
Q6UUV7	9606
P76057	83333
Q06402	3702
Q21351	6239
Q02535	9606
O94699	284812
A0A384NPK6	9606
A0A0G2KDW7	7955
Q9UG56	9606
Q7T3G8	7955
P9WJW7	83332
P03928	9606
O00142	9606
Q09798	284812
Q9ZW35	3702
M0R1Y4	9606
Q9D6Z6	10090
Q8L8Q7	3702
S8FGV1	743788
Q58G79	6239
P0AE72	83333
Q8LEU3	3702
R9PY71	7227
A8JUP3	7227
Q9UHF4	9606
Q9ZU99	3702
F4KIH9	3702
Q96GT9	9606
Q9LVK3	3702
Q95SX7	7227
Q66KE8	8355
Q9C515	3702
Q13876	9606
Q8TF50	9606
G5EGR6	6239
Q8CGP2	10090
A0A384MR19	9606
Q08BS8	7955
H0YA98	9606
H3BRN4	9606
Q585L7	185431
Q582U7	185431
Q9VSK2	7227
Q12774	9606
I3IS25	7955
Q9M1Y7	3702
Q57TR6	185431
F4IPY5	3702
Q8BK48	10090
Q0QBD4	9940
I4EPA3	39002
P55211	9606
Q86U76	9606
Q38CE6	185431
B7ZD71	7955
Q63155	10116
A0A2R8Q7T1	7955
A0A8I6AHK3	10116
Q9S826	3702
H2L058	6239
Q9I184	208964
Q4WWU1	330879
Q7ZVB6	7955
Q38CM2	185431
Q9Y6B6	9606
Q9NUQ6	9606
F1R6D3	7955
Q57WL4	185431
Q9VMQ8	7227
Q584Z8	185431
Q8MTX9	7227
Q8W4K3	3702
Q00005	9606
Q7K6A7	36329
Q24025	7227
Q6JBY8	9031
Q940L4	3702
F4IRF0	3702
Q4GYN7	185431
Q9PU64	7955
O80472	3702
E9PQ53	9606
P34949	9606
Q6AYK3	10116
Q8JGS3	7955
Q97SE7	170187
Q57W56	185431
P56177	9606
P12872	9606
Q9LU25	3702
Q4GZL2	5759
A0A5F9ZHN2	9606
P35603	6239
A7XXZ0	4081
F6NTB4	7955
P17813	9606
Q9NQ34	9606
P68500	10090
O53319	83332
P15731	559292
Q14692	9606
Q9VB53	7227
Q9FHI8	3702
P36012	559292
Q9V439	7227
D3ZTD1	10116
Q9NXL9	9606
Q38DK1	185431
O70250	10090
F1P4N1	9031
A0A0J9YJB2	7955
H0YL98	9606
D4A9A6	10116
Q9JKC1	10116
J3KS54	9606
Q9VF77	7227
Q2F943	39947
Q8I0D8	7227
A0A060Y3B2	8022
Q91XZ0	10090
O65499	3702
Q8W585	3702
C0H519	36329
Q9BS22	9606
Q9P1Z3	9606
Q8LFD5	3702
P31572	83333
P03599	928299
A0A8I6A416	10116
Q3HS83	10116
P9WGN5	83332
Q49BK8	7227
Q54J33	44689
P38400	9615
Q9VSK9	7227
Q8K2I2	10090
Q9U3A6	6239
Q9Z258	10116
Q6FVF6	284593
Q967U1	44689
A8WHZ5	7955
Q9SHJ3	3702
Q03042	7227
P60778	83333
P20349	7227
Q9SI74	3702
Q9NWZ8	9606
F1SF88	9823
Q8IHH3	7227
Q9EQ48	10090
Q0ING3	39947
Q59S06	237561
P40223	10090
C9J066	9606
Q8KXD5	192
Q57TT0	185431
A0A0H3LE11	652616
A1A6H3	3702
P35917	10090
D2CVN8	312017
Q9M1K9	3702
Q8BZL1	10090
Q9LRR9	3702
Q9P6J9	284812
Q91XJ0	10116
Q9FL12	3702
P25867	7227
P54861	559292
A0A8I6AIV5	10116
Q57X30	185431
O75461	9606
P05704	83333
Q16740	9606
O13816	284812
Q9JJ43	10090
Q584Y8	185431
P50282	10116
B4E9I9	216591
P76550	83333
Q37066	39947
P23509	4113
Q9Y3U8	9606
F1QGX3	7955
P49911	10116
Q38A68	185431
Q6XJV6	10090
P51579	10116
Q8NGU9	9606
P0C2E9	195102
P00509	83333
Q5PP28	3702
F1RCZ3	7955
B4F7B7	10116
Q9VY76	7227
Q92456	51453
Q04177	559292
A5PJB2	9913
Q9EQC7	10090
Q57ZX5	185431
Q7KQL2	36329
B0BCZ7	9606
Q9DDG2	7955
Q555I8	44689
Q8IM80	36329
Q54QT7	44689
X2J9B0	7227
P09739	10116
Q9P3U1	284812
P61019	9606
O22607	3702
Q9STH2	3702
Q14188	9606
O09046	10090
P18902	9913
Q2F6L0	4537
P78310	9606
Q45013	224326
Q9VJ72	7227
B1WBP0	10116
A0A0S2Z381	9606
Q9BYQ5	9606
C0HKQ5	135722
Q54G78	44689
O95800	9606
Q4QQK2	10090
F4JAD4	3702
M0QYZ9	9606
Q4KWZ6	9031
A0A0B4KEI9	7227
Q86G90	6239
P31116	559292
A0A067YMX8	35925
Q57V56	185431
P84760	1260784
Q96NL1	9606
P55159	10116
P92980	3702
Q9ZVQ4	3702
F1QPL3	7955
Q39092	3702
P37353	83333
P87377	8355
P28352	10090
Q8L5C6	4565
Q5EBX5	10090
E9PYF4	10090
A0JMG6	7955
A0A2R9YJJ7	7955
P47177	559292
Q9Y258	9606
F1LMU5	10116
Q584X4	185431
Q9P6I3	284812
Q9CQ26	10090
A0A2R8QP75	7955
P89522	652961
Q21279	6239
Q9C9I2	3702
Q9HK01	273075
Q92886	9606
P21628	208964
A0A0R4IAT8	7955
A0A8J8XB15	10116
Q7CHH5	632
Q810J1	10090
E1JI78	7227
Q9VHV5	7227
O43759	9606
Q8INK5	7227
Q7ZUS9	7955
P08874	224308
P34881	3702
Q0E9B7	7227
Q96GY3	9606
Q6PHQ8	10090
Q9UNW8	9606
P39914	224308
Q07152	7227
Q09721	284812
Q4Q661	5664
Q385S9	185431
Q8N0S6	9606
P36972	10116
Q2LIN9	110450
Q6Q3I0	1638
P08649	10116
Q4KCD7	220664
P42749	3702
Q9UBF2	9606
Q38D15	185431
Q9IAT6	7955
A0A2R8Y4T1	9606
Q8ZNR5	99287
P0A8P6	83333
Q63413	10116
A0A2R8QN32	7955
Q3UGP8	10090
Q0WRB2	3702
A0A2R8Q1Z4	7955
Q9HW50	208964
Q9IAB9	7955
P02784	9913
Q9ADK0	100226
Q2PNP1	7227
Q3BJY7	83912
Q9ULJ1	9606
D3ZIP3	10116
P09084	10090
O13738	284812
Q22829	6239
Q8I8U9	7227
M9PE66	7227
A1XQX4	7955
Q8GAV3	562
Q02486	559292
Q4G079	10116
A0A1D8PNL8	237561
P78314	9606
Q87GE5	223926
P35572	10116
E7EN32	9606
Q9XX85	6239
Q8IXW7	9606
Q9H1H1	9606
F1QIY4	7955
Q8GW48	3702
P50170	10116
E9QEX9	7955
E7EVU5	9606
A0A8I6AS00	10116
Q8BU30	10090
Q96BS2	9606
P9WJY3	83332
O75717	9606
P11597	9606
Q767K8	9823
Q07407	7227
O55135	10090
A0A1D8PEB4	237561
A1YKY5	10116
Q4WGC1	330879
Q5MK24	3702
Q66H09	10116
Q32NZ3	10090
Q9C7J5	3702
A1Z7V1	7227
P53844	559292
A0A2R6PN00	1590841
O42263	8355
A0A1B0GVV0	9606
Q9I2A9	208964
P91929	7227
Q9I1S1	208964
Q9M7Q4	3702
Q24K59	225362
O16867	7227
P9WI77	83332
Q582Q4	185431
Q9JLI2	10090
O00622	9606
F1R3L1	7955
G5ECR7	6239
Q9NEN6	6239
Q60670	10090
A0A2R8RT62	7955
M9YY17	8022
Q9H1P3	9606
G5EER3	6239
O94762	9606
Q8VYJ0	3702
Q9FLZ5	3702
P34231	559292
Q6ZFR0	39947
Q84M97	3702
Q9C969	3702
P27786	10090
P72138	208964
Q8VZK9	3702
O24527	3702
Q14678	9606
Q21883	6239
O95671	9606
Q585R6	185431
P9WN31	83332
Q12955	9606
